Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-04-08 00:00:00-04:00,25.600000381469727,26.350000381469727,25.549999237060547,26.209999084472656,5341500,0.0,0.0
2024-04-09 00:00:00-04:00,26.559999465942383,27.1299991607666,26.329999923706055,27.079999923706055,5219100,0.0,0.0
2024-04-10 00:00:00-04:00,26.31999969482422,26.575000762939453,25.729999542236328,25.920000076293945,6222600,0.0,0.0
2024-04-11 00:00:00-04:00,26.18000030517578,26.549999237060547,25.799999237060547,26.049999237060547,4366500,0.0,0.0
2024-04-12 00:00:00-04:00,25.84000015258789,25.850000381469727,25.200000762939453,25.309999465942383,7620700,0.0,0.0
2024-04-15 00:00:00-04:00,25.270000457763672,25.399999618530273,24.139999389648438,24.43000030517578,7311100,0.0,0.0
2024-04-16 00:00:00-04:00,24.09000015258789,24.204999923706055,23.469999313354492,23.940000534057617,6504900,0.0,0.0
2024-04-17 00:00:00-04:00,24.020000457763672,24.270000457763672,23.700000762939453,23.719999313354492,4150800,0.0,0.0
2024-04-18 00:00:00-04:00,23.59000015258789,23.93000030517578,23.329999923706055,23.43000030517578,4578000,0.0,0.0
2024-04-19 00:00:00-04:00,23.100000381469727,23.700000762939453,22.75,22.889999389648438,5780000,0.0,0.0
2024-04-22 00:00:00-04:00,22.979999542236328,23.100000381469727,22.39299964904785,22.889999389648438,6220000,0.0,0.0
2024-04-23 00:00:00-04:00,22.90999984741211,23.631000518798828,22.6200008392334,23.100000381469727,7039200,0.0,0.0
2024-04-24 00:00:00-04:00,23.360000610351562,23.690000534057617,23.010000228881836,23.56999969482422,5558500,0.0,0.0
2024-04-25 00:00:00-04:00,22.799999237060547,23.3700008392334,22.65999984741211,23.31999969482422,5414700,0.0,0.0
2024-04-26 00:00:00-04:00,23.6200008392334,24.405000686645508,23.209999084472656,24.1299991607666,6675700,0.0,0.0
2024-04-29 00:00:00-04:00,24.420000076293945,25.059999465942383,24.3700008392334,24.989999771118164,6233200,0.0,0.0
2024-04-30 00:00:00-04:00,24.65999984741211,24.825000762939453,24.219999313354492,24.270000457763672,5481100,0.0,0.0
2024-05-01 00:00:00-04:00,24.18000030517578,25.31999969482422,24.020000457763672,24.549999237060547,5040400,0.0,0.0
2024-05-02 00:00:00-04:00,24.690000534057617,24.860000610351562,23.889999389648438,24.15999984741211,8487900,0.0,0.0
2024-05-03 00:00:00-04:00,24.889999389648438,25.114999771118164,24.395000457763672,24.739999771118164,5753200,0.0,0.0
2024-05-06 00:00:00-04:00,25.040000915527344,25.530000686645508,25.0,25.489999771118164,4918200,0.0,0.0
2024-05-07 00:00:00-04:00,25.389999389648438,25.59000015258789,25.200000762939453,25.31999969482422,4013800,0.0,0.0
2024-05-08 00:00:00-04:00,24.799999237060547,24.799999237060547,23.950000762939453,24.100000381469727,7643800,0.0,0.0
2024-05-09 00:00:00-04:00,23.75,24.520000457763672,23.579999923706055,24.15999984741211,16469900,0.0,0.0
2024-05-10 00:00:00-04:00,24.0,24.440000534057617,21.639999389648438,21.690000534057617,26497400,0.0,0.0
2024-05-13 00:00:00-04:00,21.889999389648438,23.075000762939453,21.604999542236328,22.690000534057617,12250000,0.0,0.0
2024-05-14 00:00:00-04:00,23.06999969482422,24.149999618530273,23.0,23.030000686645508,10960200,0.0,0.0
2024-05-15 00:00:00-04:00,23.299999237060547,23.399999618530273,21.8799991607666,22.3799991607666,12469300,0.0,0.0
2024-05-16 00:00:00-04:00,22.469999313354492,22.530000686645508,22.040000915527344,22.09000015258789,8320900,0.0,0.0
2024-05-17 00:00:00-04:00,22.15999984741211,22.15999984741211,21.55500030517578,21.670000076293945,9350100,0.0,0.0
2024-05-20 00:00:00-04:00,21.700000762939453,21.753999710083008,21.219999313354492,21.270000457763672,7439500,0.0,0.0
2024-05-21 00:00:00-04:00,21.1299991607666,21.1299991607666,20.5049991607666,20.559999465942383,9084000,0.0,0.0
2024-05-22 00:00:00-04:00,20.5,20.920000076293945,20.31999969482422,20.450000762939453,8191700,0.0,0.0
2024-05-23 00:00:00-04:00,20.360000610351562,20.3700008392334,19.46500015258789,19.600000381469727,11849000,0.0,0.0
2024-05-24 00:00:00-04:00,19.549999237060547,19.65999984741211,19.309999465942383,19.399999618530273,7451400,0.0,0.0
2024-05-28 00:00:00-04:00,19.389999389648438,19.579999923706055,18.90999984741211,19.079999923706055,13734500,0.0,0.0
2024-05-29 00:00:00-04:00,18.790000915527344,18.924999237060547,18.329999923706055,18.75,14711300,0.0,0.0
2024-05-30 00:00:00-04:00,18.690000534057617,18.690000534057617,18.1299991607666,18.219999313354492,11856300,0.0,0.0
